Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
GLYAZID 80 MG,80.0 MG,83.4,GLYAZID,80.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2) when a dietetic, physical exercise and weight reduction are insufficient.",Box of 60,Gliclazide,sulfonylured,,
GLYCAN 500 MG,500.0 MG,19.5,GLYCAN,500.0,MG,Compressed Tablet,"Treatment of type 2 diabetes, especially in excess weighting patients, when diet and physical activity are not enough to normalize blood sugar. Glucophage can be used in monotherapy or in combination with other oral antidiabetics or insulin. In addition to type 1 diabetes insulin therapy, especially in the presence of secondary resistance to insulin, when insulin treatment does not allow blood sugar enough to control.",Box of 50,Metformine,Antidiabetic,,
GLYCAN 500 MG,500.0 MG,19.5,GLYCAN,500.0,MG,Compressed Tablet,"Treatment of type 2 diabetes, especially in excess weighting patients, when diet and physical activity are not enough to normalize blood sugar. Glucophage can be used in monotherapy or in combination with other oral antidiabetics or insulin. In addition to type 1 diabetes insulin therapy, especially in the presence of secondary resistance to insulin, when insulin treatment does not allow blood sugar enough to control.",Box of 50,Metformine,variegated,,
GLYCAN RETARD 850 MG,850.0 MG,21.4,GLYCAN RETARD,850.0,MG,Coated tablet,"Treatment of type 2 diabetes, especially in excess weighting patients, when diet and physical activity are not enough to normalize blood sugar. Glucophage can be used in monotherapy or in combination with other oral antidiabetics or insulin. In addition to type 1 diabetes insulin therapy, especially in the presence of secondary resistance to insulin, when insulin treatment does not allow blood sugar enough to control.",Box of 30,Metformine,Antidiabetic,,
GLYCAN RETARD 850 MG,850.0 MG,21.4,GLYCAN RETARD,850.0,MG,Coated tablet,"Treatment of type 2 diabetes, especially in excess weighting patients, when diet and physical activity are not enough to normalize blood sugar. Glucophage can be used in monotherapy or in combination with other oral antidiabetics or insulin. In addition to type 1 diabetes insulin therapy, especially in the presence of secondary resistance to insulin, when insulin treatment does not allow blood sugar enough to control.",Box of 30,Metformine,variegated,,
GLYCAN RETARD 850 MG,850.0 MG,38.1,GLYCAN RETARD,850.0,MG,Coated tablet,"Treatment of type 2 diabetes, especially in excess weighting patients, when diet and physical activity are not enough to normalize blood sugar. Glucophage can be used in monotherapy or in combination with other oral antidiabetics or insulin. In addition to type 1 diabetes insulin therapy, especially in the presence of secondary resistance to insulin, when insulin treatment does not allow blood sugar enough to control.",Box of 60,Metformine,Oral antidiabetic,,
GLYCEMAT 80 MG,80.0 MG,26.7,GLYCEMAT,80.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2) when a dietetic, physical exercise and weight reduction are insufficient.",Box of 20,Gliclazide,Antidiabetic,,
GLYCEMAT 80 MG,80.0 MG,26.7,GLYCEMAT,80.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2) when a dietetic, physical exercise and weight reduction are insufficient.",Box of 20,Gliclazide,sulfonylured,,
GLYCEMAT 80 MG,80.0 MG,75.0,GLYCEMAT,80.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2) when a dietetic, physical exercise and weight reduction are insufficient.",Box of 60,Gliclazide,Antidiabetic,,
GLYNORM 0.5 MG,0.50 MG,49.4,GLYNORM,0.5,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,Antidiabetic,,
GLYNORM 0.5 MG,0.50 MG,49.4,GLYNORM,0.5,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,glinid,,
GLYNORM 0.5 MG,0.50 MG,141.5,GLYNORM,0.5,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,Antidiabetic,,
GLYNORM 0.5 MG,0.50 MG,141.5,GLYNORM,0.5,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,glinid,,
GLYNORM 1 MG,1.0 MG,51.7,GLYNORM,1.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,Antidiabetic,,
GLYNORM 1 MG,1.0 MG,51.7,GLYNORM,1.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,glinid,,
GLYNORM 1 MG,1.0 MG,148.1,GLYNORM,1.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,Antidiabetic,,
GLYNORM 1 MG,1.0 MG,148.1,GLYNORM,1.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,glinid,,
GLYNORM 2 MG,2.0 MG,56.8,GLYNORM,2.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,Antidiabetic,,
GLYNORM 2 MG,2.0 MG,56.8,GLYNORM,2.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",Box of 30,Repaglinide,glinid,,
GLYNORM 2 MG,2.0 MG,153.4,GLYNORM,2.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,Antidiabetic,,
GLYNORM 2 MG,2.0 MG,153.4,GLYNORM,2.0,MG,Compressed Tablet,"Repaglinide is indicated in the treatment of adults with type 2 diabetes, when diet, exercise and weight loss alone are not enough to cause a satisfactory drop in blood sugar. Repaglinide can be used in combination with metformin or thiazolidindione when monotherapy is not enough to ensure satisfactory regulation of blood sugar. A treatment combined with repaglinide and insulin is indicated in adults with type 2 diabetes in which sulfonylurated or repaglinid alone are not enough to obtain sufficient control of blood sugar. The treatment must be carried out as a supplement to the diet and to physical activity.",90.0 box,Repaglinide,glinid,,
GLYPRESSIN 0.1 MG,0.10 MG,1860.0,GLYPRESSIN,0.1,MG,Injectable solution,"Emergency treatment of digestive hemorrhages by rupture of esophageal varicose veins, awaiting endoscopic treatment. Treatment of type 1 hepatoreal syndrome, characterized by acute and spontaneous renal failure, in patients with severe cirrhosis, with ascites.",5 20 ml bulbs filled at 8.5 ml,Terlipressin,,,Hypersensitivity to active substance or one of the excipients. Septic shock. Pregnancy.
GLYSET 1 MG,1.0 MG,20.0,GLYSET,1.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,Antidiabetic,,
GLYSET 2 MG,2.0 MG,40.0,GLYSET,2.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,Antidiabetic,,
GLYSET 2 MG,2.0 MG,40.0,GLYSET,2.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,sulfonylured,,
GLYSET 3 MG,3.0 MG,60.0,GLYSET,3.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,Antidiabetic,,
GLYSET 4 MG,4.0 MG,68.8,GLYSET,4.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,Antidiabetic,,
GLYSET 4 MG,4.0 MG,68.8,GLYSET,4.0,MG,Compressed Tablet,"Non-insulin-dependent diabetes (type 2), when diet, physical exercise and weight reduction alone are enough to reach adequate blood sugar values.",Box of 30,Glimelid,sulfonylured,,
GONAL-F 300 UI / 0.5 ML,0.50 ML,996.0,GONAL-F 300 UI,0.5,ML,Pen,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box 1 pen and 5 needles,Follitropin Alfa,Gonadotrophin,,
GONAL-F 300 UI / 0.5 ML,0.50 ML,996.0,GONAL-F 300 UI,0.5,ML,Pen,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box 1 pen and 5 needles,Follitropin Alfa,rhfish-alpha,,
GONAL-F 450 UI / 0.75 ML,0.750 ML,1343.0,GONAL-F 450 UI,0.75,ML,Sens injected solution,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box 1 pen and 7 needles,Follitropin Alfa,Follitropin Alfa,,
GONAL-F 450 UI,450.0 UI,1343.0,GONAL-F,450.0,UI,Injectable solution powder,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box of 1 bottle,Follitropin Alfa,Gonadotrophin,,
GONAL-F 450 UI,450.0 UI,1343.0,GONAL-F,450.0,UI,Injectable solution powder,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box of 1 bottle,Follitropin Alfa,rhfish-alpha,,
GONAL-F 75 UI,75.0 UI,266.0,GONAL-F,75.0,UI,Lyophilisat,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box of 1 bulb,Follitropin Alfa,Gonadotrophin,,
GONAL-F 75 UI,75.0 UI,266.0,GONAL-F,75.0,UI,Lyophilisat,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box of 1 bulb,Follitropin Alfa,rhfish-alpha,,
GONAL-F 900 UI / 1.5 ML,1.50 ML,2487.0,GONAL-F 900 UI,1.5,ML,Sens injected solution,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box 1 pre -filled pen and 14 needles,Follitropin Alfa,Gonadotrophin,,
GONAL-F 900 UI / 1.5 ML,1.50 ML,2487.0,GONAL-F 900 UI,1.5,ML,Sens injected solution,"In women A treatment with Gonal-F Monitoring of the trigger for ovulation by an injection of human chorionic gonadotrophin (HCG) is indicated to stimulate follicular growth and ovulation in women with a hypothalamo-pituitary dysfunction which have oligomenorrhea or amenorrhea. These women are classified in group II of WHO. They usually receive clomiphene citrate as a primary treatment. They present an endogenous estrogen production and therefore have their rules either spontaneously or after the administration of progestins. Many of these patients have polycystic ovary syndrome (SOPK). This syndrome is classified in group II of WHO. Gonal-F is indicated to stimulate multiple follicular growth in women who use medically assisted procreation techniques such as in vitro fertilization (IVF), the intratubal transfer of gametes and the intratubal transfer of embryos. Gonal-F, in combination with a luteeinizing hormone preparation (LH), is used to stimulate follicular maturation in women with serious LH and FSH deficit. In clinical trials, these patients were defined by a serum endogenous LH rate <1.2 IU/L. In humans Gonal-F is used in combination with human choriogonadotropin to stimulate spermatogenesis in men suffering from congenital or acquired hypogonadodotic hypogonadism.",Box 1 pre -filled pen and 14 needles,Follitropin Alfa,rhfish-alpha,,
GRACIAL,,57.2,GRACIAL,,,Tablet [C],Oral contraception,Box of 22,Deogestrel,Combined oral contraceptives,,
GRACIAL,,57.2,GRACIAL,,,Tablet [C],Oral contraception,Box of 22,Ethinylestradiol,Combined oral contraceptives,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Nettle,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Serenoa Repens,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Squash seeds,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,African plum,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Zinc,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Vitamin B6,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Vitamin E,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Coenzyme Q10,Food supplements,,
GRANIONS CONFORT U,,,GRANIONS CONFORT U,,,Capsule,,40.0 box,Lycopene,Food supplements,,
GRANIONS FER BISGLYCINATE 14 MG,14.0 MG,,GRANIONS FER BISGLYCINATE,14.0,MG,Frost,,60.0 box,Bisglycinate iron,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Organic blackcurrant extract,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Organic tag juice,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Rose -ups extract,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Organic acerola extract,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Organic thyme extract,Food supplements,,
GRANIONS KID BIO IMMUNITÉ,,,GRANIONS KID BIO IMMUNITÉ,,,Syrup,,125.0 ml,Organic agave syrup,Food supplements,,
GRANIONS OMÉGA 3 CARDIO,02-29-00,,GRANIONS OMÉGA,3.0,CARDIO,Capsule,,Box of 30,Omega 3 (320 mg) including EPA (165 mg),Food supplements,,
GRANIONS OMÉGA 3 CARDIO,02-29-00,,GRANIONS OMÉGA,3.0,CARDIO,Capsule,,Box of 30,DHA (110 mg),Food supplements,,
GRANOCYTE 34 MUI (33,34 MUI (33,3199.0,GRANOCYTE,34.0,MUI (33,"6 IU/ml), lyophilisatized and solvent powder","Granocyte is indicated in adults, adolescents and children over 2 years old in: 1) Reduction in the duration of neutropenia in patients (with non -myeloid neoplasia) receiving myelosuppressive therapy followed by bone marrow transplant and with increased risk of severe and prolonged neutropenia. 2) The reduction in the duration of severe neutropenia and associated complications in patients during established chemotherapy, known to be associated with a significant incidence of febrile neutropenia. 3) The mobilization of hematopoietic stem cells in the peripheral blood (PBPCS: peripheral Blood Progenitor Cells), in patients and in healthy donors.",Box of 5 bottles + 5 bulbs,Filgrastim,Growth factor,,
GRISEO 125 MG,125.0 MG,23.2,GRISEO,125.0,MG,Compressed Tablet,"Treatment of mycoses with dermatophytes of hair, nails and skin.",Box of 30,Gray,Antifungal,,
GRISEO 250 MG,250.0 MG,37.5,GRISEO,250.0,MG,Compressed Tablet,"Treatment of mycoses with dermatophytes of hair, nails and skin.",Box of 30,Gray,Antifungal,,
GRISEO 5 %,500.0%,10.0,GRISEO,5.0,%,Dermal ointment,"Treatment of mycoses with dermatophytes of hair, nails and skin.",15 g tube,Gray,Antifungal,,
GRISEO 500 MG,500.0 MG,34.7,GRISEO,500.0,MG,Compressed Tablet,"Treatment of mycoses with dermatophytes of hair, nails and skin.",16.0 box,Gray,Antifungal,,
GRISEO SALICYLEE,,11.8,GRISEO SALICYLEE,,,Dermal ointment,"Treatment of mycoses with dermatophytes of hair, nails and skin.",15 g tube,Gray,Antifungal,,
GRISEO SALICYLEE,,11.8,GRISEO SALICYLEE,,,Dermal ointment,"Treatment of mycoses with dermatophytes of hair, nails and skin.",15 g tube,Salicylic acid,Antifungal,,
GRISEOPHARM 250 MG,250.0 MG,30.7,GRISEOPHARM,250.0,MG,Compressed Tablet,"Treatment of mycoses with dermatophytes of hair, nails and skin.",Box of 30,Gray,Antifungal,,
GRISEOPHARM 500 MG,500.0 MG,32.3,GRISEOPHARM,500.0,MG,Compressed Tablet,"Treatment of mycoses with dermatophytes of hair, nails and skin.",Box of 20,Gray,Antifungal,,
GYNO-DERMOFIX 300 MG,300.0 MG,37.4,GYNO-DERMOFIX,300.0,MG,Ovum,Local treatment of candida infections of the vaginal mucosa.,Box of 1,Sertaconazole,Antifungal,,
GYNO-PEVARYL 150 MG,150.0 MG,53.3,GYNO-PEVARYL,150.0,MG,Ovum,Local treatment of infected vulvo-vaginal mycoses or not with Gram +bacteria.,3.0 box,Chick,Antifungal,,
GYNO-PEVARYL LP 150 MG,150.0 MG,30.2,GYNO-PEVARYL LP,150.0,MG,Prolonged liberation ovum,Local treatment of infected vulvo-vaginal mycoses or not with Gram +bacteria.,Box of 1,Chick,Antifungal,,
GYNOFLOR,,65.3,GYNOFLOR,,,Vaginal tablet,"Restoration of the physiological flora of the vagina, e.g., after local or systemic treatment with anti-infectious. Treatment of the vaginal leukorrhea and slight vaginal infections by mixed flora, vaginal gardnerella or candida albicans when there is not an imperative indication of antibacterial/antimycosics treatment. Treatment of atrophic vaginitis, resp. Symptomatic vaginal atrophy during post-menopause, as an individual treatment or auxiliary medication during a systemic estrogenic substitution.",Box of 6,Lactobacillus acidophilus,Estrogen,,
GYNOFLOR,,65.3,GYNOFLOR,,,Vaginal tablet,"Restoration of the physiological flora of the vagina, e.g., after local or systemic treatment with anti-infectious. Treatment of the vaginal leukorrhea and slight vaginal infections by mixed flora, vaginal gardnerella or candida albicans when there is not an imperative indication of antibacterial/antimycosics treatment. Treatment of atrophic vaginitis, resp. Symptomatic vaginal atrophy during post-menopause, as an individual treatment or auxiliary medication during a systemic estrogenic substitution.",Box of 6,Lactobacillus acidophilus,preparation combined with Döderlein bacilli,,
